Country,Date,Volume
Venezuela,1/1/2016,1
US,1/1/2016,83
India,1/1/2016,0
Brazil,1/1/2016,1
Malaysia,1/1/2016,1
Switzerland,1/1/2016,0
SouthKorea,1/1/2016,0
Indeonesia,1/1/2016,27
German,1/1/2016,2
France,1/1/2016,7
Australia,1/1/2016,1
NewZealand,1/1/2016,3
Netherlands,1/1/2016,0
Belgium,1/1/2016,1
Ireland,1/1/2016,2
Parkistan,1/1/2016,0
Nigeria,1/1/2016,0
UK,1/1/2016,13
Philippines,1/1/2016,0
Spain,1/1/2016,5
Finland,1/1/2016,0
Italy,1/1/2016,5
Canada,1/1/2016,3
Mexico,1/1/2016,7
SouthAfrica,1/1/2016,0
Chili,1/1/2016,0
Japan,1/1/2016,2
Argentina,1/1/2016,3
Sweden,1/1/2016,0
Russia,1/1/2016,6
Columbia,1/1/2016,2
Thailand,1/1/2016,1
Turkey,1/1/2016,2
Venezuela,1/1/2017,1
US,1/1/2017,73
India,1/1/2017,0
Brazil,1/1/2017,52
Malaysia,1/1/2017,2
Switzerland,1/1/2017,1
SouthKorea,1/1/2017,34
Indeonesia,1/1/2017,16
German,1/1/2017,1
France,1/1/2017,3
Australia,1/1/2017,3
NewZealand,1/1/2017,0
Netherlands,1/1/2017,2
Belgium,1/1/2017,2
Ireland,1/1/2017,0
Parkistan,1/1/2017,5
Nigeria,1/1/2017,1
UK,1/1/2017,18
Philippines,1/1/2017,6
Spain,1/1/2017,7
Finland,1/1/2017,0
Italy,1/1/2017,2
Canada,1/1/2017,9
Mexico,1/1/2017,10
SouthAfrica,1/1/2017,0
Chili,1/1/2017,0
Japan,1/1/2017,25
Argentina,1/1/2017,2
Sweden,1/1/2017,0
Russia,1/1/2017,2
Columbia,1/1/2017,0
Thailand,1/1/2017,9
Turkey,1/1/2017,0
Venezuela,1/1/2018,67
US,1/1/2018,39697
India,1/1/2018,253
Brazil,1/1/2018,952
Malaysia,1/1/2018,17
Switzerland,1/1/2018,109
SouthKorea,1/1/2018,623
Indeonesia,1/1/2018,354
German,1/1/2018,463
France,1/1/2018,918
Australia,1/1/2018,488
NewZealand,1/1/2018,34
Netherlands,1/1/2018,261
Belgium,1/1/2018,185
Ireland,1/1/2018,134
Parkistan,1/1/2018,51
Nigeria,1/1/2018,34
UK,1/1/2018,2249
Philippines,1/1/2018,168
Spain,1/1/2018,556
Finland,1/1/2018,101
Italy,1/1/2018,2030
Canada,1/1/2018,2021
Mexico,1/1/2018,387
SouthAfrica,1/1/2018,126
Chili,1/1/2018,109
Japan,1/1/2018,2350
Argentina,1/1/2018,244
Sweden,1/1/2018,320
Russia,1/1/2018,76
Columbia,1/1/2018,101
Thailand,1/1/2018,59
Turkey,1/1/2018,126
Venezuela,1/1/2019,16
US,1/1/2019,4786
India,1/1/2019,856
Brazil,1/1/2019,46
Malaysia,1/1/2019,25
Switzerland,1/1/2019,14
SouthKorea,1/1/2019,107
Indeonesia,1/1/2019,45
German,1/1/2019,119
France,1/1/2019,175
Australia,1/1/2019,185
NewZealand,1/1/2019,17
Netherlands,1/1/2019,23
Belgium,1/1/2019,23
Ireland,1/1/2019,41
Parkistan,1/1/2019,21
Nigeria,1/1/2019,25
UK,1/1/2019,472
Philippines,1/1/2019,28
Spain,1/1/2019,277
Finland,1/1/2019,68
Italy,1/1/2019,51
Canada,1/1/2019,293
Mexico,1/1/2019,92
SouthAfrica,1/1/2019,29
Chili,1/1/2019,33
Japan,1/1/2019,724
Argentina,1/1/2019,45
Sweden,1/1/2019,81
Russia,1/1/2019,15
Columbia,1/1/2019,15
Thailand,1/1/2019,16
Turkey,1/1/2019,26
Venezuela,1/10/2016,1
US,1/10/2016,66
India,1/10/2016,2
Brazil,1/10/2016,27
Malaysia,1/10/2016,6
Switzerland,1/10/2016,0
SouthKorea,1/10/2016,1
Indeonesia,1/10/2016,24
German,1/10/2016,0
France,1/10/2016,0
Australia,1/10/2016,0
NewZealand,1/10/2016,0
Netherlands,1/10/2016,0
Belgium,1/10/2016,0
Ireland,1/10/2016,0
Parkistan,1/10/2016,0
Nigeria,1/10/2016,0
UK,1/10/2016,15
Philippines,1/10/2016,0
Spain,1/10/2016,5
Finland,1/10/2016,0
Italy,1/10/2016,0
Canada,1/10/2016,2
Mexico,1/10/2016,4
SouthAfrica,1/10/2016,0
Chili,1/10/2016,2
Japan,1/10/2016,1
Argentina,1/10/2016,1
Sweden,1/10/2016,0
Russia,1/10/2016,3
Columbia,1/10/2016,3
Thailand,1/10/2016,1
Turkey,1/10/2016,4
Venezuela,1/10/2017,0
US,1/10/2017,99
India,1/10/2017,0
Brazil,1/10/2017,29
Malaysia,1/10/2017,3
Switzerland,1/10/2017,0
SouthKorea,1/10/2017,36
Indeonesia,1/10/2017,7
German,1/10/2017,2
France,1/10/2017,0
Australia,1/10/2017,3
NewZealand,1/10/2017,0
Netherlands,1/10/2017,0
Belgium,1/10/2017,1
Ireland,1/10/2017,1
Parkistan,1/10/2017,1
Nigeria,1/10/2017,0
UK,1/10/2017,7
Philippines,1/10/2017,12
Spain,1/10/2017,1
Finland,1/10/2017,0
Italy,1/10/2017,0
Canada,1/10/2017,8
Mexico,1/10/2017,39
SouthAfrica,1/10/2017,0
Chili,1/10/2017,0
Japan,1/10/2017,17
Argentina,1/10/2017,43
Sweden,1/10/2017,0
Russia,1/10/2017,1
Columbia,1/10/2017,0
Thailand,1/10/2017,13
Turkey,1/10/2017,1
Venezuela,1/10/2018,454
US,1/10/2018,68980
India,1/10/2018,1294
Brazil,1/10/2018,1661
Malaysia,1/10/2018,297
Switzerland,1/10/2018,419
SouthKorea,1/10/2018,629
Indeonesia,1/10/2018,1189
German,1/10/2018,1399
France,1/10/2018,8585
Australia,1/10/2018,2343
NewZealand,1/10/2018,279
Netherlands,1/10/2018,1154
Belgium,1/10/2018,560
Ireland,1/10/2018,367
Parkistan,1/10/2018,280
Nigeria,1/10/2018,245
UK,1/10/2018,6746
Philippines,1/10/2018,279
Spain,1/10/2018,2308
Finland,1/10/2018,210
Italy,1/10/2018,2640
Canada,1/10/2018,3445
Mexico,1/10/2018,1486
SouthAfrica,1/10/2018,629
Chili,1/10/2018,385
Japan,1/10/2018,2937
Argentina,1/10/2018,944
Sweden,1/10/2018,472
Russia,1/10/2018,297
Columbia,1/10/2018,594
Thailand,1/10/2018,227
Turkey,1/10/2018,157
Venezuela,1/10/2019,20
US,1/10/2019,9368
India,1/10/2019,1251
Brazil,1/10/2019,168
Malaysia,1/10/2019,15
Switzerland,1/10/2019,17
SouthKorea,1/10/2019,194
Indeonesia,1/10/2019,151
German,1/10/2019,165
France,1/10/2019,241
Australia,1/10/2019,198
NewZealand,1/10/2019,21
Netherlands,1/10/2019,87
Belgium,1/10/2019,41
Ireland,1/10/2019,78
Parkistan,1/10/2019,49
Nigeria,1/10/2019,44
UK,1/10/2019,874
Philippines,1/10/2019,122
Spain,1/10/2019,157
Finland,1/10/2019,79
Italy,1/10/2019,70
Canada,1/10/2019,656
Mexico,1/10/2019,99
SouthAfrica,1/10/2019,58
Chili,1/10/2019,23
Japan,1/10/2019,1521
Argentina,1/10/2019,145
Sweden,1/10/2019,46
Russia,1/10/2019,47
Columbia,1/10/2019,32
Thailand,1/10/2019,38
Turkey,1/10/2019,46
Venezuela,1/11/2016,3
US,1/11/2016,218
India,1/11/2016,1
Brazil,1/11/2016,28
Malaysia,1/11/2016,3
Switzerland,1/11/2016,0
SouthKorea,1/11/2016,0
Indeonesia,1/11/2016,5
German,1/11/2016,0
France,1/11/2016,0
Australia,1/11/2016,1
NewZealand,1/11/2016,0
Netherlands,1/11/2016,1
Belgium,1/11/2016,0
Ireland,1/11/2016,2
Parkistan,1/11/2016,0
Nigeria,1/11/2016,0
UK,1/11/2016,11
Philippines,1/11/2016,1
Spain,1/11/2016,3
Finland,1/11/2016,0
Italy,1/11/2016,1
Canada,1/11/2016,12
Mexico,1/11/2016,13
SouthAfrica,1/11/2016,0
Chili,1/11/2016,0
Japan,1/11/2016,3
Argentina,1/11/2016,6
Sweden,1/11/2016,0
Russia,1/11/2016,3
Columbia,1/11/2016,4
Thailand,1/11/2016,2
Turkey,1/11/2016,2
Venezuela,1/11/2017,1
US,1/11/2017,117
India,1/11/2017,0
Brazil,1/11/2017,41
Malaysia,1/11/2017,3
Switzerland,1/11/2017,0
SouthKorea,1/11/2017,19
Indeonesia,1/11/2017,6
German,1/11/2017,1
France,1/11/2017,4
Australia,1/11/2017,2
NewZealand,1/11/2017,0
Netherlands,1/11/2017,1
Belgium,1/11/2017,1
Ireland,1/11/2017,1
Parkistan,1/11/2017,0
Nigeria,1/11/2017,0
UK,1/11/2017,22
Philippines,1/11/2017,12
Spain,1/11/2017,4
Finland,1/11/2017,0
Italy,1/11/2017,1
Canada,1/11/2017,11
Mexico,1/11/2017,7
SouthAfrica,1/11/2017,1
Chili,1/11/2017,2
Japan,1/11/2017,3
Argentina,1/11/2017,14
Sweden,1/11/2017,0
Russia,1/11/2017,1
Columbia,1/11/2017,0
Thailand,1/11/2017,36
Turkey,1/11/2017,2
Venezuela,1/11/2018,152
US,1/11/2018,43788
India,1/11/2018,938
Brazil,1/11/2018,962
Malaysia,1/11/2018,422
Switzerland,1/11/2018,387
SouthKorea,1/11/2018,363
Indeonesia,1/11/2018,680
German,1/11/2018,1372
France,1/11/2018,7398
Australia,1/11/2018,1689
NewZealand,1/11/2018,200
Netherlands,1/11/2018,622
Belgium,1/11/2018,516
Ireland,1/11/2018,281
Parkistan,1/11/2018,82
Nigeria,1/11/2018,305
UK,1/11/2018,4139
Philippines,1/11/2018,117
Spain,1/11/2018,1688
Finland,1/11/2018,176
Italy,1/11/2018,1981
Canada,1/11/2018,2580
Mexico,1/11/2018,1571
SouthAfrica,1/11/2018,293
Chili,1/11/2018,199
Japan,1/11/2018,1736
Argentina,1/11/2018,621
Sweden,1/11/2018,551
Russia,1/11/2018,164
Columbia,1/11/2018,293
Thailand,1/11/2018,82
Turkey,1/11/2018,105
Venezuela,1/11/2019,20
US,1/11/2019,6923
India,1/11/2019,900
Brazil,1/11/2019,321
Malaysia,1/11/2019,38
Switzerland,1/11/2019,13
SouthKorea,1/11/2019,216
Indeonesia,1/11/2019,88
German,1/11/2019,146
France,1/11/2019,356
Australia,1/11/2019,173
NewZealand,1/11/2019,38
Netherlands,1/11/2019,138
Belgium,1/11/2019,48
Ireland,1/11/2019,55
Parkistan,1/11/2019,63
Nigeria,1/11/2019,45
UK,1/11/2019,910
Philippines,1/11/2019,73
Spain,1/11/2019,148
Finland,1/11/2019,88
Italy,1/11/2019,78
Canada,1/11/2019,647
Mexico,1/11/2019,96
SouthAfrica,1/11/2019,50
Chili,1/11/2019,18
Japan,1/11/2019,792
Argentina,1/11/2019,665
Sweden,1/11/2019,48
Russia,1/11/2019,26
Columbia,1/11/2019,68
Thailand,1/11/2019,65
Turkey,1/11/2019,5
Venezuela,1/12/2016,1
US,1/12/2016,184
India,1/12/2016,1
Brazil,1/12/2016,0
Malaysia,1/12/2016,2
Switzerland,1/12/2016,0
SouthKorea,1/12/2016,0
Indeonesia,1/12/2016,16
German,1/12/2016,1
France,1/12/2016,1
Australia,1/12/2016,5
NewZealand,1/12/2016,0
Netherlands,1/12/2016,2
Belgium,1/12/2016,2
Ireland,1/12/2016,2
Parkistan,1/12/2016,0
Nigeria,1/12/2016,2
UK,1/12/2016,16
Philippines,1/12/2016,0
Spain,1/12/2016,2
Finland,1/12/2016,0
Italy,1/12/2016,0
Canada,1/12/2016,5
Mexico,1/12/2016,6
SouthAfrica,1/12/2016,1
Chili,1/12/2016,0
Japan,1/12/2016,4
Argentina,1/12/2016,3
Sweden,1/12/2016,0
Russia,1/12/2016,3
Columbia,1/12/2016,11
Thailand,1/12/2016,2
Turkey,1/12/2016,2
Venezuela,1/12/2017,3
US,1/12/2017,92
India,1/12/2017,1
Brazil,1/12/2017,31
Malaysia,1/12/2017,3
Switzerland,1/12/2017,0
SouthKorea,1/12/2017,8
Indeonesia,1/12/2017,9
German,1/12/2017,1
France,1/12/2017,4
Australia,1/12/2017,5
NewZealand,1/12/2017,3
Netherlands,1/12/2017,0
Belgium,1/12/2017,3
Ireland,1/12/2017,0
Parkistan,1/12/2017,0
Nigeria,1/12/2017,0
UK,1/12/2017,23
Philippines,1/12/2017,4
Spain,1/12/2017,9
Finland,1/12/2017,0
Italy,1/12/2017,0
Canada,1/12/2017,11
Mexico,1/12/2017,3
SouthAfrica,1/12/2017,3
Chili,1/12/2017,2
Japan,1/12/2017,12
Argentina,1/12/2017,11
Sweden,1/12/2017,0
Russia,1/12/2017,1
Columbia,1/12/2017,1
Thailand,1/12/2017,5
Turkey,1/12/2017,0
Venezuela,1/12/2018,152
US,1/12/2018,29013
India,1/12/2018,529
Brazil,1/12/2018,521
Malaysia,1/12/2018,224
Switzerland,1/12/2018,273
SouthKorea,1/12/2018,144
Indeonesia,1/12/2018,513
German,1/12/2018,769
France,1/12/2018,3952
Australia,1/12/2018,890
NewZealand,1/12/2018,112
Netherlands,1/12/2018,417
Belgium,1/12/2018,305
Ireland,1/12/2018,216
Parkistan,1/12/2018,72
Nigeria,1/12/2018,240
UK,1/12/2018,2813
Philippines,1/12/2018,120
Spain,1/12/2018,1058
Finland,1/12/2018,96
Italy,1/12/2018,2621
Canada,1/12/2018,1988
Mexico,1/12/2018,810
SouthAfrica,1/12/2018,184
Chili,1/12/2018,160
Japan,1/12/2018,2333
Argentina,1/12/2018,321
Sweden,1/12/2018,393
Russia,1/12/2018,176
Columbia,1/12/2018,120
Thailand,1/12/2018,56
Turkey,1/12/2018,112
Venezuela,1/12/2019,13
US,1/12/2019,5663
India,1/12/2019,1141
Brazil,1/12/2019,172
Malaysia,1/12/2019,27
Switzerland,1/12/2019,21
SouthKorea,1/12/2019,83
Indeonesia,1/12/2019,83
German,1/12/2019,145
France,1/12/2019,122
Australia,1/12/2019,216
NewZealand,1/12/2019,43
Netherlands,1/12/2019,107
Belgium,1/12/2019,19
Ireland,1/12/2019,48
Parkistan,1/12/2019,55
Nigeria,1/12/2019,53
UK,1/12/2019,750
Philippines,1/12/2019,71
Spain,1/12/2019,100
Finland,1/12/2019,99
Italy,1/12/2019,57
Canada,1/12/2019,447
Mexico,1/12/2019,66
SouthAfrica,1/12/2019,70
Chili,1/12/2019,20
Japan,1/12/2019,623
Argentina,1/12/2019,476
Sweden,1/12/2019,31
Russia,1/12/2019,57
Columbia,1/12/2019,30
Thailand,1/12/2019,25
Turkey,1/12/2019,6
Venezuela,1/13/2016,1
US,1/13/2016,150
India,1/13/2016,2
Brazil,1/13/2016,37
Malaysia,1/13/2016,0
Switzerland,1/13/2016,2
SouthKorea,1/13/2016,0
Indeonesia,1/13/2016,5
German,1/13/2016,2
France,1/13/2016,3
Australia,1/13/2016,0
NewZealand,1/13/2016,1
Netherlands,1/13/2016,0
Belgium,1/13/2016,0
Ireland,1/13/2016,2
Parkistan,1/13/2016,0
Nigeria,1/13/2016,2
UK,1/13/2016,11
Philippines,1/13/2016,1
Spain,1/13/2016,13
Finland,1/13/2016,0
Italy,1/13/2016,2
Canada,1/13/2016,3
Mexico,1/13/2016,11
SouthAfrica,1/13/2016,1
Chili,1/13/2016,0
Japan,1/13/2016,7
Argentina,1/13/2016,2
Sweden,1/13/2016,0
Russia,1/13/2016,4
Columbia,1/13/2016,12
Thailand,1/13/2016,5
Turkey,1/13/2016,8
Venezuela,1/13/2017,0
US,1/13/2017,52
India,1/13/2017,2
Brazil,1/13/2017,31
Malaysia,1/13/2017,1
Switzerland,1/13/2017,0
SouthKorea,1/13/2017,12
Indeonesia,1/13/2017,10
German,1/13/2017,1
France,1/13/2017,3
Australia,1/13/2017,2
NewZealand,1/13/2017,1
Netherlands,1/13/2017,0
Belgium,1/13/2017,0
Ireland,1/13/2017,0
Parkistan,1/13/2017,0
Nigeria,1/13/2017,0
UK,1/13/2017,11
Philippines,1/13/2017,5
Spain,1/13/2017,1
Finland,1/13/2017,0
Italy,1/13/2017,1
Canada,1/13/2017,7
Mexico,1/13/2017,4
SouthAfrica,1/13/2017,1
Chili,1/13/2017,0
Japan,1/13/2017,11
Argentina,1/13/2017,6
Sweden,1/13/2017,0
Russia,1/13/2017,0
Columbia,1/13/2017,0
Thailand,1/13/2017,8
Turkey,1/13/2017,4
Venezuela,1/13/2018,105
US,1/13/2018,36105
India,1/13/2018,597
Brazil,1/13/2018,457
Malaysia,1/13/2018,149
Switzerland,1/13/2018,228
SouthKorea,1/13/2018,149
Indeonesia,1/13/2018,571
German,1/13/2018,746
France,1/13/2018,1625
Australia,1/13/2018,1116
NewZealand,1/13/2018,167
Netherlands,1/13/2018,562
Belgium,1/13/2018,246
Ireland,1/13/2018,395
Parkistan,1/13/2018,97
Nigeria,1/13/2018,228
UK,1/13/2018,3934
Philippines,1/13/2018,184
Spain,1/13/2018,835
Finland,1/13/2018,70
Italy,1/13/2018,2511
Canada,1/13/2018,2484
Mexico,1/13/2018,500
SouthAfrica,1/13/2018,246
Chili,1/13/2018,132
Japan,1/13/2018,2555
Argentina,1/13/2018,387
Sweden,1/13/2018,360
Russia,1/13/2018,149
Columbia,1/13/2018,97
Thailand,1/13/2018,176
Turkey,1/13/2018,123
Venezuela,1/13/2019,28
US,1/13/2019,5998
India,1/13/2019,2408
Brazil,1/13/2019,146
Malaysia,1/13/2019,30
Switzerland,1/13/2019,21
SouthKorea,1/13/2019,135
Indeonesia,1/13/2019,95
German,1/13/2019,99
France,1/13/2019,134
Australia,1/13/2019,204
NewZealand,1/13/2019,35
Netherlands,1/13/2019,179
Belgium,1/13/2019,19
Ireland,1/13/2019,91
Parkistan,1/13/2019,60
Nigeria,1/13/2019,84
UK,1/13/2019,642
Philippines,1/13/2019,48
Spain,1/13/2019,99
Finland,1/13/2019,162
Italy,1/13/2019,44
Canada,1/13/2019,452
Mexico,1/13/2019,63
SouthAfrica,1/13/2019,411
Chili,1/13/2019,9
Japan,1/13/2019,951
Argentina,1/13/2019,478
Sweden,1/13/2019,39
Russia,1/13/2019,32
Columbia,1/13/2019,37
Thailand,1/13/2019,26
Turkey,1/13/2019,5
Venezuela,1/14/2016,0
US,1/14/2016,413
India,1/14/2016,3
Brazil,1/14/2016,26
Malaysia,1/14/2016,12
Switzerland,1/14/2016,0
SouthKorea,1/14/2016,1
Indeonesia,1/14/2016,6
German,1/14/2016,1
France,1/14/2016,1
Australia,1/14/2016,0
NewZealand,1/14/2016,0
Netherlands,1/14/2016,1
Belgium,1/14/2016,0
Ireland,1/14/2016,1
Parkistan,1/14/2016,0
Nigeria,1/14/2016,1
UK,1/14/2016,8
Philippines,1/14/2016,0
Spain,1/14/2016,5
Finland,1/14/2016,0
Italy,1/14/2016,1
Canada,1/14/2016,5
Mexico,1/14/2016,39
SouthAfrica,1/14/2016,3
Chili,1/14/2016,2
Japan,1/14/2016,8
Argentina,1/14/2016,5
Sweden,1/14/2016,0
Russia,1/14/2016,1
Columbia,1/14/2016,2
Thailand,1/14/2016,1
Turkey,1/14/2016,1
Venezuela,1/14/2017,0
US,1/14/2017,81
India,1/14/2017,1
Brazil,1/14/2017,17
Malaysia,1/14/2017,4
Switzerland,1/14/2017,0
SouthKorea,1/14/2017,43
Indeonesia,1/14/2017,16
German,1/14/2017,2
France,1/14/2017,2
Australia,1/14/2017,3
NewZealand,1/14/2017,1
Netherlands,1/14/2017,0
Belgium,1/14/2017,1
Ireland,1/14/2017,1
Parkistan,1/14/2017,0
Nigeria,1/14/2017,0
UK,1/14/2017,11
Philippines,1/14/2017,14
Spain,1/14/2017,4
Finland,1/14/2017,0
Italy,1/14/2017,1
Canada,1/14/2017,6
Mexico,1/14/2017,7
SouthAfrica,1/14/2017,0
Chili,1/14/2017,0
Japan,1/14/2017,9
Argentina,1/14/2017,5
Sweden,1/14/2017,0
Russia,1/14/2017,0
Columbia,1/14/2017,0
Thailand,1/14/2017,15
Turkey,1/14/2017,0
Venezuela,1/14/2018,120
US,1/14/2018,40594
India,1/14/2018,1226
Brazil,1/14/2018,698
Malaysia,1/14/2018,150
Switzerland,1/14/2018,140
SouthKorea,1/14/2018,140
Indeonesia,1/14/2018,479
German,1/14/2018,1017
France,1/14/2018,1845
Australia,1/14/2018,1436
NewZealand,1/14/2018,209
Netherlands,1/14/2018,439
Belgium,1/14/2018,140
Ireland,1/14/2018,299
Parkistan,1/14/2018,518
Nigeria,1/14/2018,249
UK,1/14/2018,5265
Philippines,1/14/2018,239
Spain,1/14/2018,818
Finland,1/14/2018,140
Italy,1/14/2018,2393
Canada,1/14/2018,3022
Mexico,1/14/2018,758
SouthAfrica,1/14/2018,279
Chili,1/14/2018,90
Japan,1/14/2018,1675
Argentina,1/14/2018,269
Sweden,1/14/2018,399
Russia,1/14/2018,219
Columbia,1/14/2018,150
Thailand,1/14/2018,199
Turkey,1/14/2018,140
Venezuela,1/14/2019,34
US,1/14/2019,7626
India,1/14/2019,1735
Brazil,1/14/2019,222
Malaysia,1/14/2019,43
Switzerland,1/14/2019,26
SouthKorea,1/14/2019,179
Indeonesia,1/14/2019,103
German,1/14/2019,131
France,1/14/2019,162
Australia,1/14/2019,274
NewZealand,1/14/2019,37
Netherlands,1/14/2019,163
Belgium,1/14/2019,43
Ireland,1/14/2019,105
Parkistan,1/14/2019,48
Nigeria,1/14/2019,71
UK,1/14/2019,1040
Philippines,1/14/2019,71
Spain,1/14/2019,114
Finland,1/14/2019,97
Italy,1/14/2019,88
Canada,1/14/2019,695
Mexico,1/14/2019,100
SouthAfrica,1/14/2019,51
Chili,1/14/2019,37
Japan,1/14/2019,1288
Argentina,1/14/2019,1168
Sweden,1/14/2019,37
Russia,1/14/2019,40
Columbia,1/14/2019,31
Thailand,1/14/2019,37
Turkey,1/14/2019,9
Venezuela,1/15/2016,0
US,1/15/2016,122
India,1/15/2016,4
Brazil,1/15/2016,25
Malaysia,1/15/2016,12
Switzerland,1/15/2016,0
SouthKorea,1/15/2016,1
Indeonesia,1/15/2016,5
German,1/15/2016,2
France,1/15/2016,1
Australia,1/15/2016,1
NewZealand,1/15/2016,0
Netherlands,1/15/2016,0
Belgium,1/15/2016,1
Ireland,1/15/2016,0
Parkistan,1/15/2016,0
Nigeria,1/15/2016,0
UK,1/15/2016,8
Philippines,1/15/2016,0
Spain,1/15/2016,2
Finland,1/15/2016,0
Italy,1/15/2016,3
Canada,1/15/2016,7
Mexico,1/15/2016,8
SouthAfrica,1/15/2016,0
Chili,1/15/2016,0
Japan,1/15/2016,18
Argentina,1/15/2016,2
Sweden,1/15/2016,0
Russia,1/15/2016,3
Columbia,1/15/2016,1
Thailand,1/15/2016,1
Turkey,1/15/2016,5
Venezuela,1/15/2017,2
US,1/15/2017,59
India,1/15/2017,1
Brazil,1/15/2017,22
Malaysia,1/15/2017,1
Switzerland,1/15/2017,0
SouthKorea,1/15/2017,9
Indeonesia,1/15/2017,7
German,1/15/2017,0
France,1/15/2017,0
Australia,1/15/2017,1
NewZealand,1/15/2017,0
Netherlands,1/15/2017,0
Belgium,1/15/2017,0
Ireland,1/15/2017,0
Parkistan,1/15/2017,0
Nigeria,1/15/2017,1
UK,1/15/2017,7
Philippines,1/15/2017,6
Spain,1/15/2017,4
Finland,1/15/2017,0
Italy,1/15/2017,2
Canada,1/15/2017,4
Mexico,1/15/2017,4
SouthAfrica,1/15/2017,0
Chili,1/15/2017,2
Japan,1/15/2017,17
Argentina,1/15/2017,2
Sweden,1/15/2017,0
Russia,1/15/2017,0
Columbia,1/15/2017,1
Thailand,1/15/2017,9
Turkey,1/15/2017,4
Venezuela,1/15/2018,87
US,1/15/2018,34070
India,1/15/2018,948
Brazil,1/15/2018,826
Malaysia,1/15/2018,174
Switzerland,1/15/2018,182
SouthKorea,1/15/2018,200
Indeonesia,1/15/2018,505
German,1/15/2018,827
France,1/15/2018,1853
Australia,1/15/2018,1114
NewZealand,1/15/2018,96
Netherlands,1/15/2018,374
Belgium,1/15/2018,166
Ireland,1/15/2018,305
Parkistan,1/15/2018,313
Nigeria,1/15/2018,261
UK,1/15/2018,4160
Philippines,1/15/2018,200
Spain,1/15/2018,984
Finland,1/15/2018,70
Italy,1/15/2018,1732
Canada,1/15/2018,2968
Mexico,1/15/2018,809
SouthAfrica,1/15/2018,287
Chili,1/15/2018,174
Japan,1/15/2018,2010
Argentina,1/15/2018,287
Sweden,1/15/2018,443
Russia,1/15/2018,113
Columbia,1/15/2018,174
Thailand,1/15/2018,113
Turkey,1/15/2018,357
Venezuela,1/15/2019,15
US,1/15/2019,12063
India,1/15/2019,1141
Brazil,1/15/2019,225
Malaysia,1/15/2019,99
Switzerland,1/15/2019,38
SouthKorea,1/15/2019,325
Indeonesia,1/15/2019,111
German,1/15/2019,176
France,1/15/2019,390
Australia,1/15/2019,565
NewZealand,1/15/2019,38
Netherlands,1/15/2019,141
Belgium,1/15/2019,80
Ireland,1/15/2019,172
Parkistan,1/15/2019,76
Nigeria,1/15/2019,107
UK,1/15/2019,2401
Philippines,1/15/2019,122
Spain,1/15/2019,340
Finland,1/15/2019,168
Italy,1/15/2019,309
Canada,1/15/2019,1184
Mexico,1/15/2019,134
SouthAfrica,1/15/2019,141
Chili,1/15/2019,53
Japan,1/15/2019,1019
Argentina,1/15/2019,149
Sweden,1/15/2019,57
Russia,1/15/2019,46
Columbia,1/15/2019,65
Thailand,1/15/2019,46
Turkey,1/15/2019,76
Venezuela,1/16/2016,1
US,1/16/2016,187
India,1/16/2016,1
Brazil,1/16/2016,31
Malaysia,1/16/2016,3
Switzerland,1/16/2016,0
SouthKorea,1/16/2016,0
Indeonesia,1/16/2016,13
German,1/16/2016,0
France,1/16/2016,2
Australia,1/16/2016,1
NewZealand,1/16/2016,0
Netherlands,1/16/2016,0
Belgium,1/16/2016,0
Ireland,1/16/2016,1
Parkistan,1/16/2016,0
Nigeria,1/16/2016,0
UK,1/16/2016,3
Philippines,1/16/2016,0
Spain,1/16/2016,5
Finland,1/16/2016,0
Italy,1/16/2016,3
Canada,1/16/2016,2
Mexico,1/16/2016,6
SouthAfrica,1/16/2016,1
Chili,1/16/2016,0
Japan,1/16/2016,1
Argentina,1/16/2016,4
Sweden,1/16/2016,0
Russia,1/16/2016,5
Columbia,1/16/2016,4
Thailand,1/16/2016,0
Turkey,1/16/2016,3
Venezuela,1/16/2017,8
US,1/16/2017,258
India,1/16/2017,20
Brazil,1/16/2017,131
Malaysia,1/16/2017,19
Switzerland,1/16/2017,2
SouthKorea,1/16/2017,20
Indeonesia,1/16/2017,35
German,1/16/2017,21
France,1/16/2017,30
Australia,1/16/2017,5
NewZealand,1/16/2017,0
Netherlands,1/16/2017,5
Belgium,1/16/2017,4
Ireland,1/16/2017,7
Parkistan,1/16/2017,3
Nigeria,1/16/2017,2
UK,1/16/2017,45
Philippines,1/16/2017,10
Spain,1/16/2017,24
Finland,1/16/2017,2
Italy,1/16/2017,17
Canada,1/16/2017,29
Mexico,1/16/2017,16
SouthAfrica,1/16/2017,3
Chili,1/16/2017,7
Japan,1/16/2017,11
Argentina,1/16/2017,32
Sweden,1/16/2017,8
Russia,1/16/2017,3
Columbia,1/16/2017,12
Thailand,1/16/2017,7
Turkey,1/16/2017,8
Venezuela,1/16/2018,277
US,1/16/2018,49702
India,1/16/2018,2286
Brazil,1/16/2018,1062
Malaysia,1/16/2018,242
Switzerland,1/16/2018,231
SouthKorea,1/16/2018,450
Indeonesia,1/16/2018,808
German,1/16/2018,704
France,1/16/2018,2367
Argentina,1/16/2018,543
Argentina,1/16/2019,83
Argentina,1/17/2016,4
Argentina,1/17/2017,16
Argentina,1/17/2018,378
Argentina,1/17/2019,62
Argentina,1/18/2016,3
Argentina,1/18/2017,2
Argentina,1/18/2018,321
Argentina,1/18/2019,55
